name,org_nr,address,post_code,post_area,rating,price_level,user_ratings_total,agg_grade,mean_inspection_type,total_inspections,website,reservable,dine_in,mean_grade,count_grade_0,count_grade1,count_grade2,count_grade3,latlng
Thon Hotel Vika Atrium ,974284227,MUNKEDAMSSVEIEN 45,0250,OSLO,4.2,,766.0,9,0.3333333333333333,9,1,,,1.0,3,3,3,0,"[59.91122052982608, 10.72514924284843]"
Thon hotel Linne,974118432,STATSRÅD MATHIESENS VEI 12,0598,OSLO,4.0,,1156.0,4,0.1666666666666666,6,1,,,0.6666666666666666,3,2,1,0,"[59.9394, 10.830141]"
Tiffany`s,921649673,Bentsebrugata 31D,0469,OSLO,4.5,2,244.0,2,0.3333333333333333,3,1,,,0.6666666666666666,2,0,1,0,"[59.939465, 10.759332]"
Tijuana,923845224,Thorvald Meyers gate 61,0552,OSLO,3.9,2,1393.0,5,0.6666666666666666,3,1,,,1.6666666666666667,1,0,1,1,"[59.922056, 10.759149]"
Tims Burger,928863735,Veitvetveien 8,0596,OSLO,5.0,,7.0,1,0.0,1,1,,,1.0,0,1,0,0,"[59.943985, 10.847813]"
Tjuvholmen Sjømagasin Hovedkjøkken,993563374,Tjuvholmen allé 14,0252,OSLO,4.3,4,552.0,6,0.25,8,1,,,0.75,4,2,2,0,"[59.907882, 10.722015]"
Tolvte,926699237,Edvard Munchs Plass 1,0194,OSLO,3.3,,39.0,1,0.0,1,1,,,1.0,0,1,0,0,"[59.906166, 10.755419]"
Torshov Parken Bistro,989777327,Torshovgata 33,0476,OSLO,3.9,2,208.0,1,0.0,1,1,,,1.0,0,1,0,0,"[59.932835, 10.768162]"
Trafalgar sportsbar,991354549,Keysers Gate 1 ,0165,OSLO,4.2,2,179.0,14,0.5,10,1,,,1.4,3,2,3,2,"[59.917046, 10.743853]"
Trekanten Oslo AS,926161482,Pilestredet 24,0165,OSLO,4.5,,10.0,1,0.0,1,1,,,1.0,0,1,0,0,"[59.91748, 10.739422]"
Tri Ky AS,923184430,Vulkan 2,0182,OSLO,4.6,,149.0,0,0.0,1,1,,,0.0,1,0,0,0,"[59.921365, 10.752243]"
Trollvannsstua Marka,971783958,TROLLVANNSVEIEN 3,0490,OSLO,4.5,2,359.0,3,0.0,5,1,,,0.6,2,3,0,0,"[59.961718, 10.80608]"
Troys Grünerløkka,924846291,Helgesens gate 16A,0553,OSLO,4.1,,160.0,1,0.0,1,1,,,1.0,0,1,0,0,"[59.9247, 10.75864]"
Troys Majorstuen AS,919552964,Hegdehaugsveien 36,0352,OSLO,4.4,2,501.0,3,0.3333333333333333,3,1,,,1.0,1,1,1,0,"[59.923379, 10.725564]"
Tryvannstua Marka,971784563,Tryvannsveien 64,0791,OSLO,4.4,,373.0,3,0.2,5,1,,,0.6,3,1,1,0,"[59.985342, 10.666588]"
Tuk Tuk Thai Restaurant,819790922,Møllergata 8,0179,OSLO,4.2,1,781.0,1,0.0,4,1,,,0.25,3,1,0,0,"[59.914181, 10.746582]"
Tullins Cafe Xenon Bar & Spiseri,980945073,Tullins gate 2,0166,OSLO,4.3,1,782.0,14,0.5,12,1,,,1.1666666666666667,5,1,5,1,"[59.918756, 10.734766]"
Tunco ,915034381,Bjerregaards gate 2A,0172,OSLO,4.6,1,556.0,0,0.0,1,1,,,0.0,1,0,0,0,"[59.923332, 10.740658]"
Tunco Frogner,920763316,Dronning Eufemias gate 14,0191,OSLO,3.3,,7.0,3,0.25,4,1,,,0.75,2,1,1,0,"[59.908438, 10.758252]"
Tyren Bistro AS,822960162,Vogts gate 60A,0477,OSLO,4.0,2,131.0,1,0.0,1,1,,,1.0,0,1,0,0,"[59.935846, 10.765333]"
Tåsen Cafebar & Pizza,995663899,KAJ MUNKS VEI 41,0876,OSLO,4.1,,399.0,14,0.5454545454545454,11,1,,,1.2727272727272727,4,1,5,1,"[59.952435, 10.751192]"
Tøyen Startup Village,917381364,Hagegata 22,0653,OSLO,4.5,,85.0,7,0.5,6,1,,,1.1666666666666667,3,0,2,1,"[59.914421, 10.775439]"
Uchi,920195253,Grensen 20,0180,OSLO,4.5,,247.0,4,0.5,4,1,,,1.0,2,0,2,0,"[59.914441, 10.741177]"
Uhørt,913356268,C/O ZAB AS TORGGATA 11,0181,OSLO,3.9,2,584.0,12,0.5,12,1,,,1.0,6,0,6,0,"[59.914122805890685, 10.748278559534015]"
Umami Sushi,818582412,Langgata 2,0566,OSLO,4.3,1,121.0,5,0.3333333333333333,6,1,,,0.8333333333333334,4,0,1,1,"[59.92398, 10.768156]"
Underground Golf Club,888170332,INDUSTRIGATA 36,0357,OSLO,4.6,,211.0,5,0.1666666666666666,6,1,,,0.8333333333333334,2,3,1,0,"[59.92604, 10.719687]"
United Bakeries - Åpent Bakeri,991181423,Karl Johans gate 39,0162,OSLO,4.2,2,527.0,4,0.0,7,1,,,0.5714285714285714,3,4,0,0,"[59.914317, 10.737646]"
Upper Crust,984255845,JOHANNE DYBWADS PLASS 1,0161,OSLO,3.3,,12.0,6,0.25,8,1,,,0.75,4,2,2,0,"[59.9145679, 10.7336171]"
Upper Crust,991464964,JERNBANETORGET 1,0154,OSLO,,,,11,0.4545454545454545,11,1,,,1.0,5,1,5,0,"[59.910875, 10.750737]"
V Solli Bar og Spiseri,974087987,Parkveien 68,0254,OSLO,3.9,,1497.0,8,0.375,8,1,,,1.0,3,2,3,0,"[59.91387, 10.721114]"
VIN Bjørvika,918838791,Operagata 11,0194,OSLO,4.7,2,218.0,1,0.0,2,1,,,0.5,1,1,0,0,"[59.906867, 10.755855]"
VULKANI SUSHI/LE,920699553,Dælenenggata 23,0567,OSLO,4.3,,100.0,3,0.3333333333333333,3,1,,,1.0,1,1,1,0,"[59.92729, 10.771159]"
Vaaghals,913601548,DRONNING EUFEMIAS GT.8,0191,OSLO,4.5,2,831.0,4,0.0,6,1,,,0.6666666666666666,2,4,0,0,"[59.908681735353866, 10.756796333359915]"
Valentes AS,922325537,Rusløkkveien 3,0251,OSLO,4.3,2,163.0,2,0.0,2,1,,,1.0,0,2,0,0,"[59.91424249946803, 10.728985681538006]"
Vaterland Bar og Scene,918768602,Brugata 9,1086,OSLO,4.5,2,531.0,4,0.2,5,1,,,0.8,2,2,1,0,"[59.913911, 10.756101]"
Vega Snackbar,921129076,Hausmanns gate 28,0182,OSLO,3.7,,14.0,1,0.0,1,1,,,1.0,0,1,0,0,"[59.918953, 10.752327]"
Veitvet Sportbar & Pizza AS,995243199,VEITVETVEIEN 8,0596,OSLO,4.2,,101.0,30,0.7058823529411765,17,1,,,1.7647058823529411,5,0,6,6,"[59.943985, 10.847813]"
Venti Venti,923885757,Tjuvholmen Alle' 6,0252,OSLO,4.5,,99.0,2,0.0,2,1,,,1.0,0,2,0,0,"[59.906469, 10.719776]"
Verdensbakeriet AS,925872407,Storgata 47,0182,OSLO,4.9,,54.0,1,0.0,1,1,,,1.0,0,1,0,0,"[59.915592, 10.755938]"
Verona Pizza og kebab,998775779,BRUGATA 10,0186,OSLO,3.8,1,196.0,19,0.5294117647058824,17,1,,,1.1176470588235294,8,0,8,1,"[59.914009, 10.754819]"
Vespa og Humla,913964845,KØBENHAVNGATA 2,0553,OSLO,4.1,,379.0,14,0.5384615384615384,13,1,,,1.0769230769230769,6,0,7,0,"[59.92488, 10.762675]"
Vesper Gastropub,911716917,DRONNING EUFEMIAS GATE 32,0191,OSLO,4.3,2,365.0,5,0.3333333333333333,6,1,,,0.8333333333333334,3,1,2,0,"[59.907482, 10.760381]"
Vesuvio Cafe AS,913684036,Bjerregaardsgate 29 B,0172,OSLO,4.7,,379.0,5,0.1428571428571428,7,1,,,0.7142857142857143,3,3,1,0,"[59.925024015794065, 10.745738926690876]"
Via Italia AS,998242606,Maridalsveien 17A,0178,OSLO,3.6,,38.0,2,0.0,4,1,,,0.5,2,2,0,0,"[59.9246523, 10.7504705]"
Villa Heftye,922049602,Munkedamsveien 62A,0270,OSLO,4.3,,43.0,0,0.0,1,1,,,0.0,1,0,0,0,"[59.910697, 10.718536]"
Villa Paradiso Frogner,913404912,SOMMERROGATA 17,0255,OSLO,4.1,2,1190.0,8,0.3333333333333333,9,1,,,0.8888888888888888,4,2,3,0,"[59.914994, 10.717781]"
Villa Paradiso Majorstuen,919569131,Jacob Aalls gate 28,0364,OSLO,4.2,2,719.0,1,0.0,3,1,,,0.3333333333333333,2,1,0,0,"[59.928915, 10.717852]"
Villa Paradiso Munch Brygge,923486275,Operagata 1,0194,OSLO,3.9,2,349.0,2,0.3333333333333333,3,1,,,0.6666666666666666,2,0,1,0,"[59.906454, 10.75564]"
Villa Paradiso Tivoli,923486038,Ivan Bjørndals gate 25,0472,OSLO,4.0,2,242.0,1,0.0,1,1,,,1.0,0,1,0,0,"[59.938239, 10.763706]"
Villa paradiso Park Partners,985749639,OLAV RYES PLASS 8,0552,OSLO,4.3,2,2290.0,9,0.3333333333333333,9,1,,,1.0,3,3,3,0,"[59.92350098207757, 10.757619184794663]"
Village Tandoori,913453182,Bygdøy alle' 65,0265,OSLO,4.6,2,496.0,4,0.1666666666666666,6,1,,,0.6666666666666666,3,2,1,0,"[59.918921, 10.702861]"
Vinderen Sushi & Asian Dining,920874924,Slemdalsveien 63,0373,OSLO,4.5,,53.0,2,0.0,2,1,,,1.0,0,2,0,0,"[59.942083, 10.70498]"
Vineria Ventidue,818557302,Gimleveien  22,0266,OSLO,4.0,2,397.0,8,0.4285714285714285,7,1,,,1.1428571428571428,3,1,2,1,"[59.920029, 10.705315]"
Vino Al Vino,923532293,Holbergs plass 4,0166,OSLO,4.3,,97.0,2,0.5,2,1,,,1.0,1,0,1,0,"[59.919162, 10.733964]"
Vinoteket,921833601,Henrik Ibsens gate 60a,0255,OSLO,4.5,,160.0,2,0.0,3,1,,,0.6666666666666666,1,2,0,0,"[59.91508, 10.721928]"
Vintage Kitchen AS,918827064,Lakkegata 55,0187,OSLO,4.5,3,182.0,2,0.0,4,1,,,0.5,2,2,0,0,"[59.916934, 10.762468]"
Vinterhaven/Biblioteksbaren,973093673,KRISTIAN IV'S GATE 7,0164,OSLO,4.5,,167.0,3,0.0,6,1,,,0.5,3,3,0,0,"[59.9165875, 10.7344042]"
Viva la Pasta AS,923486054,Torggata 16 ,0181,OSLO,4.2,,42.0,1,0.0,1,1,,,1.0,0,1,0,0,"[59.915849, 10.750834]"
Voksenåsen Hotell ,871790272,Ullveien 04,0791,OSLO,4.2,,305.0,2,0.0,6,1,,,0.3333333333333333,4,2,0,0,"[59.9793084, 10.665651]"
Vulkanfisk AS - Restaurant,998842875,Vulkan 5,0178,OSLO,4.5,2,522.0,8,0.25,8,1,,,1.0,2,4,2,0,"[59.922253, 10.751749]"
Vélochef Clubhouse,925840246,Hausmanns gate 8A,0182,OSLO,5.0,,36.0,1,0.0,1,1,,,1.0,0,1,0,0,"[59.916562, 10.756653]"
W. B. Samson - Tveita,975005682,TVETENVEIEN 150,0671,OSLO,3.7,2,100.0,9,0.3,10,1,,,0.9,4,3,3,0,"[59.913836, 10.841898]"
W. B. Samson AS - Linderud,975042049,ERICH MOGENSØNS VEI 38,0594,OSLO,3.6,2,39.0,5,0.1666666666666666,6,1,,,0.8333333333333334,2,3,1,0,"[59.943242, 10.835473]"
W.B. Samson AS,996814130,CECILIE THORENSENS VEI 17,1153,OSLO,3.6,2,91.0,6,0.25,8,1,,,0.75,4,2,2,0,"[59.874913897307096, 10.810462474269087]"
W.B. Samson AS Hasle,922830487,Bøkkerveien 4,0579,OSLO,4.4,2,117.0,1,0.0,2,1,,,0.5,1,1,0,0,"[59.92698, 10.793998]"
W.B. Samson Sæter,917650411,Sæter Torg,1163,OSLO,4.2,2,310.0,2,0.3333333333333333,3,1,,,0.6666666666666666,2,0,1,0,"[59.860855, 10.8029315]"
WAY DOWN SOUTH ,915951872,Østre Elvebakke 7,0182,OSLO,4.5,2,1861.0,3,0.25,4,1,,,0.75,2,1,1,0,"[59.919167, 10.754644]"
Wallmans Salonger,982020654,MØLLEPARKEN 6,0459,OSLO,4.5,,1121.0,3,0.1666666666666666,6,1,,,0.5,4,1,1,0,"[59.930178, 10.756657]"
Wasabi Sushi ,922962472,Hagegata 22,0653,OSLO,4.0,2,275.0,4,0.5,4,1,,,1.0,2,0,2,0,"[59.914421, 10.775439]"
Whatsoup As,912423026,Nedre Slottsgate 8,0157,OSLO,3.6,,50.0,4,0.0,6,1,,,0.6666666666666666,2,4,0,0,"[59.912157, 10.742756]"
Williamsburg,925614181,Karl Johans gate 35,0162,OSLO,3.9,,249.0,1,0.0,1,1,,,1.0,0,1,0,0,"[59.91413, 10.738209]"
Wings & Things,925041815,Torggata 16B,0181,OSLO,4.4,,7.0,2,0.5,2,1,,,1.0,1,0,1,0,"[59.915926, 10.751005]"
Winther Aker Brygge ,922951322,Grundingen 3,0250,OSLO,4.1,,209.0,1,0.0,1,1,,,1.0,0,1,0,0,"[59.910666, 10.727745]"
Wraps & Coffee,922122075,Ulvenveien 82,0581,OSLO,4.8,,50.0,1,0.0,2,1,,,0.5,1,1,0,0,"[59.926128, 10.811724]"
Wu Sushi & Asian kitchen Bislett,997495381,Thereses gate 30 D,0168,OSLO,4.4,,85.0,4,0.5,4,1,,,1.0,2,0,2,0,"[59.928218, 10.732465]"
Wunderburger,915381251,TORGGATA 35,0182,OSLO,4.0,2,566.0,17,0.4615384615384615,13,1,,,1.3076923076923077,4,3,4,2,"[59.917298, 10.754027]"
Xeast,915916589,Nydalsveien 33,0484,OSLO,4.1,2,445.0,6,0.3333333333333333,6,1,,,1.0,2,2,2,0,"[59.949565, 10.765789]"
Xef,996496562,Bryggegangen 8,0252,OSLO,4.8,,75.0,6,0.3333333333333333,6,1,,,1.0,2,2,2,0,"[59.908554, 10.721662]"
Xin Chao Restaurant,926697609,Møllergata 42,0179,OSLO,4.7,2,210.0,3,0.3333333333333333,3,1,,,1.0,1,1,1,0,"[59.918026, 10.750613]"
YaYa's Vika,985374791,MUNKEDAMSVEIEN 53B,0250,OSLO,4.0,2,480.0,6,0.125,8,1,,,0.75,3,4,1,0,"[59.910977, 10.722538]"
Yamazaki sushi og wok as,921681887,Pilestredet 51 B,0350,OSLO,4.2,,47.0,3,0.3333333333333333,3,1,,,1.0,1,1,1,0,"[59.921606, 10.731975]"
Yo! Sushi,991464964,JERNBANETORGET 1,0154,OSLO,3.4,,258.0,11,0.4,10,1,,,1.1,3,3,4,0,"[59.910875, 10.750737]"
Yokocho,916736754,Dronning Eufemias gate 14,0191,OSLO,,,,0,0.0,1,1,,,0.0,1,0,0,0,"[59.908438, 10.758252]"
Yume Asian Fusion,822243592, Briskebyveien 70,0259,OSLO,4.5,,20.0,2,0.5,2,1,,,1.0,1,0,1,0,"[59.92146, 10.716194]"
Yummy House,971940883,Sørkedalsveien 5,0369,OSLO,4.6,,249.0,8,0.3333333333333333,9,1,,,0.8888888888888888,4,2,3,0,"[59.930617, 10.712355]"
Zarat Hustra,994914375,Thorvald Meyersgate 80,0550,OSLO,4.4,,122.0,1,0.0,1,1,,,1.0,0,1,0,0,"[59.918642914816104, 10.759571497682288]"
Zitona restaurant ,982474256,CALMEYERS GATE 8,0183,OSLO,4.1,,235.0,7,0.25,8,1,,,0.875,3,3,2,0,"[59.916038, 10.753531]"
shadys gruppen AS,925967637,torggata 16,0181,OSLO,4.6,,78.0,0,0.0,1,1,,,0.0,1,0,0,0,"[59.915849, 10.750834]"
Åpent Bakeri BarCode,920212441,Dronning Eufemias gate 16,0191,OSLO,4.4,2,352.0,0,0.0,1,1,,,0.0,1,0,0,0,"[59.907918, 10.758607]"
Åpent Bakeri Frydenlund,911726556,Frydenlundgata 2,0169,OSLO,4.5,2,148.0,0,0.0,1,1,,,0.0,1,0,0,0,"[59.923512, 10.73649]"
Åpent Bakeri Holtet,919140534, KONGSVEIEN 94.,1177,OSLO,4.4,2,304.0,0,0.0,2,1,,,0.0,2,0,0,0,"[59.881927, 10.784219]"
Åpent Bakeri avd Waldemar Thranes gate,999596037,Waldemar Thranes gate 70,0173,OSLO,4.5,2,635.0,2,0.0,2,1,,,1.0,0,2,0,0,"[59.928113, 10.749176]"
Åpent Bakeri avd. Tjuvholmen,921257570,Tjuvholmen allé 15,0252,OSLO,4.3,2,116.0,2,0.0,3,1,,,0.6666666666666666,1,2,0,0,"[59.907335, 10.721023]"
Åpent bakeri Damplassen ,919141093,Damplassen 24-25,0852,OSLO,4.4,2,492.0,3,0.25,4,1,,,0.75,2,1,1,0,"[59.9437163, 10.7336653]"
