name,org_nr,address,post_code,post_area,rating,price_level,user_ratings_total,agg_grade,mean_inspection_type,total_inspections,website,reservable,dine_in,mean_grade,count_grade_0,count_grade1,count_grade2,count_grade3,latlng
New Shalimar,998632536,KONGHELLEGATA 5,0569,OSLO,3.9,2,232.0,5,0.6666666666666666,3,1,,,1.6666666666666667,1,0,1,1,"[59.929735, 10.779664]"
New Waabari restaurant ,987284463,Platous gate 6,0190,OSLO,4.1,1,280.0,4,0.4,5,1,,,0.8,3,0,2,0,"[59.912427, 10.766343]"
New Winny Kebab AS,927143313, Grefsenveien 57,0487,OSLO,4.8,,622.0,4,0.25,8,1,,,0.5,6,0,2,0,"[59.94536, 10.780555]"
Nimbu,925264520,Rostockgata 64,0194,OSLO,4.1,,221.0,2,0.5,2,1,,,1.0,1,0,1,0,"[59.906162, 10.760164]"
Niwa,994384031,Lilleakerveien 16,0283,OSLO,4.4,,111.0,6,0.1666666666666666,6,1,,,1.0,1,4,1,0,"[59.917405, 10.636047]"
Noah´s Ark AS,972061840,THORVALD MEYERS GATE 23,0555,OSLO,4.1,2,526.0,4,0.0,5,1,,,0.8,1,4,0,0,"[59.927393, 10.758764]"
Nodee Barcode,973026046,Dronning Eufemias gate 28,0191,OSLO,4.4,3,1122.0,3,0.3333333333333333,3,1,,,1.0,1,1,1,0,"[59.90776, 10.759248]"
Nodee Sky AS,915760155,DRONNING EUFEMIAS GATE 28,0191,OSLO,4.2,4,525.0,2,0.0,5,1,,,0.4,3,2,0,0,"[59.90776, 10.759248]"
Nomade,917606056,Grønland 12B,0188,OSLO,4.5,,75.0,1,0.0,1,1,,,1.0,0,1,0,0,"[59.913305, 10.760469]"
Noodles & Soup AS,999504353,Stålfjæra 12,0975,OSLO,4.4,,23.0,5,0.4,5,1,,,1.0,2,1,2,0,"[59.947627, 10.872348]"
Nord Bjølsen Bakeri,997287134,BERGENSGATA 12,0468,OSLO,4.4,2,242.0,6,0.4,5,1,,,1.2,1,2,2,0,"[59.941814, 10.758864]"
Nord Helsfyr,917705569,Strømsveien 96,0663,OSLO,4.2,2,115.0,2,0.0,3,1,,,0.6666666666666666,1,2,0,0,"[59.9344023, 10.8729344]"
Nordby Bakeri Furuset,995439638,Trygve Liesplass 1,1051,OSLO,4.3,2,13.0,0,0.0,1,1,,,0.0,1,0,0,0,"[59.94215377603757, 10.897746836253333]"
Nordby Bakeri Grorud,918847561,Bergensveien 2-4,0963,OSLO,4.1,2,12.0,5,0.6666666666666666,3,1,,,1.6666666666666667,1,0,1,1,"[59.959598, 10.8827364]"
Nordvegan,918070656,KRISTIAN IV`S GATE 15,0164,OSLO,4.6,2,1137.0,7,0.4285714285714285,7,1,,,1.0,3,1,3,0,"[59.9165875, 10.7344042]"
Nori Sushi Bar,921758995,Sandstuveien 52,1184,OSLO,4.3,2,135.0,4,0.5,2,1,,,2.0,0,0,2,0,"[59.886958, 10.802646]"
Norlaks Sushi Sæter,924442530,Ekebergveien 228B,1162,OSLO,4.0,,65.0,1,0.0,1,1,,,1.0,0,1,0,0,"[59.861186, 10.800473]"
"Norsk Folkemuseum, Torgkaféen",874113662,MUSEUMSVEIEN 10,0287,OSLO,4.6,,7600.0,6,0.3333333333333333,6,1,,,1.0,2,2,2,0,"[59.907483, 10.686716]"
Null Null,929365631,Kongens Gate 5,0153,OSLO,4.1,,7.0,1,0.0,1,1,,,1.0,0,1,0,0,"[59.909459, 10.740969]"
Nydalen Bryggeri & Spiseri,911720426,Nydalsveien 30 A,0484,OSLO,4.0,2,1961.0,7,0.3333333333333333,9,1,,,0.7777777777777778,5,1,3,0,"[59.950227, 10.764558]"
Nydalen Pizza og Grill,919849053,Nydalen Allè 19,0484,OSLO,4.4,,206.0,3,0.25,4,1,,,0.75,2,1,1,0,"[59.947612, 10.767373]"
Nydalen grill,919185503,Maridalsveien 256,0872,OSLO,3.9,1,371.0,1,0.0,1,1,,,1.0,0,1,0,0,"[59.946396, 10.759889]"
Nye Istanbul Kebab Grønland AS,994893890,GRØNLAND 14,0188,OSLO,4.0,1,857.0,11,0.4545454545454545,11,1,,,1.0,5,1,5,0,"[59.913129, 10.760871]"
O'Learys Møllergata,914839289,Møllergata 10,0179,OSLO,3.5,2,841.0,4,0.3333333333333333,6,1,,,0.6666666666666666,4,0,2,0,"[59.9144, 10.747041]"
OPHELIA bar dinner club,976598997,Holbergs gate 19,0166,OSLO,3.9,2,220.0,2,0.0,4,1,,,0.5,2,2,0,0,"[59.9189136, 10.7337186]"
OSTEBUTIKKEN,988492833,THORVALD MEYERSGATE 27,0554,OSLO,4.6,2,250.0,6,0.25,8,1,,,0.75,4,2,2,0,"[59.92667559363284, 10.75902233457994]"
Obento box Mathallen,913646754,Vulkan 5,0178,OSLO,4.0,,15.0,9,0.5714285714285714,7,1,,,1.2857142857142858,3,0,3,1,"[59.922253, 10.751749]"
Oche Oslo AS,920855342,Torggata 26,0183,OSLO,4.2,2,889.0,3,0.25,4,1,,,0.75,2,1,1,0,"[59.916672, 10.752455]"
Olivia Aker Brygge,979620934,STRANDEN 3A,0250,OSLO,4.2,2,3752.0,3,0.0,6,1,,,0.5,3,3,0,0,"[59.9093447, 10.7263669]"
Olivia Eger,923364234,Karl Johans gate 23B,0159,OSLO,4.3,2,888.0,1,0.0,2,1,,,0.5,1,1,0,0,"[59.913166, 10.741879]"
Olivia avd Hegdehaugsveien,997519388,Hegdehaugsveien 34,0352,OSLO,4.1,2,1831.0,2,0.0,6,1,,,0.3333333333333333,4,2,0,0,"[59.922675, 10.726311]"
Olivia avd Tjuvholmen,997519442,Tjuvholmen allé 5,0252,OSLO,4.1,2,1522.0,2,0.0,6,1,,,0.3333333333333333,4,2,0,0,"[59.908467, 10.722194]"
Olivia Østbanehallen,912776484,Jernbanetorget 1,0154,OSLO,4.0,2,1037.0,0,0.0,1,1,,,0.0,1,0,0,0,"[59.910875, 10.750737]"
Olsen Restaurant,971974273,Østensjøveien 64,0667,OSLO,4.2,,40.0,1,0.0,1,1,,,1.0,0,1,0,0,"[59.907652, 10.818307]"
Om Mat Restaurant,918845097,Drammensveien 160,0276,OSLO,4.4,2,227.0,3,0.0,3,1,,,1.0,0,3,0,0,"[59.918239, 10.6619872]"
Omakasia,927816865,Munkedamsveien 29,0250,OSLO,4.0,,4.0,1,0.0,1,1,,,1.0,0,1,0,0,"[59.91217, 10.726725]"
Opland Burgers & Steaks,998144469,Jernbanetorget 1,0154,OSLO,3.7,2,490.0,10,0.3333333333333333,9,1,,,1.1111111111111112,3,3,2,1,"[59.910875, 10.750737]"
Oslo Klatresenter,915929788,Olaf Helsets vei 5,0694,OSLO,4.8,,937.0,1,0.0,1,1,,,1.0,0,1,0,0,"[59.86669, 10.84201]"
Oslo Raw,915246354,Ullevålsveien 89,0359,OSLO,3.7,,7.0,11,0.375,8,1,,,1.375,2,2,3,1,"[59.932323, 10.734365]"
Oslo Raw Frogner,925137979,Skovveien 16,0257,OSLO,4.0,,175.0,2,0.0,2,1,,,1.0,0,2,0,0,"[59.917466, 10.717401]"
Oslo kebab & pizza,921187777,Tøyengata 1,0190,OSLO,3.7,1,604.0,13,0.7142857142857143,7,1,,,1.8571428571428568,2,0,2,3,"[59.912629, 10.764011]"
Osloves Pizza AS,920543561,Lørenveien 60,0585,OSLO,4.5,1,106.0,2,0.0,2,1,,,1.0,0,2,0,0,"[59.929352, 10.797366]"
Ostara Bar AS,822758282,Kirkegata 20,0153,OSLO,4.8,,152.0,2,0.5,2,1,,,1.0,1,0,1,0,"[59.910779, 10.744436]"
Osushi,885000312,"Bergensveien 8, Grorudsenter, ",0963,OSLO,4.5,,136.0,4,0.25,4,1,,,1.0,1,2,1,0,"[59.96109616475232, 10.882082400322929]"
PASCAL  AVD. HENRIK IBSENS GATE,989949322,Henrik Ibsens gate 36,0255,OSLO,4.2,3,922.0,4,0.0,6,1,,,0.6666666666666666,2,4,0,0,"[59.915165, 10.72576]"
PIZZERIA LA PIETRA,898149382,INGEBORGSGATE 4,0658,OSLO,4.6,2,423.0,2,0.0,6,1,,,0.3333333333333333,4,2,0,0,"[59.90835861298646, 10.787377288000357]"
POKALEN AKER BRYGGE,928500020,Bryggetorget 15,0250,OSLO,3.8,,34.0,2,0.5,2,1,,,1.0,1,0,1,0,"[59.909862, 10.724001]"
Palace Grill Restaurant,972136778,SOLLIGATA 2,0254,OSLO,4.6,3,251.0,8,0.3333333333333333,9,1,,,0.8888888888888888,4,2,3,0,"[59.914372, 10.720479]"
Palazzo Pizzeria AS,996035328,THORVALD MEYERS GATE 48,0552,OSLO,3.7,1,173.0,10,0.4,10,1,,,1.0,4,2,4,0,"[59.922955, 10.759478]"
Palmen Grand Hotel ,971694890,KARL JOHANS GATE 31,0159,OSLO,4.2,3,194.0,3,0.0,4,1,,,0.75,1,3,0,0,"[59.913745, 10.739477]"
Palmyra cafe,980512207,Motzfeldts gate 7,0187,OSLO,4.2,1,497.0,19,0.6153846153846154,13,1,,,1.4615384615384617,4,1,6,2,"[59.914034, 10.763114]"
Panda Restaurant,971975954,ØKERN TORGVEI 86,0589,OSLO,4.2,,413.0,6,0.1428571428571428,7,1,,,0.8571428571428571,2,4,1,0,"[59.9299071, 10.804685]"
Pane & Vino,914135117,Trondheimsveien 37,0560,OSLO,4.2,1,363.0,2,0.3333333333333333,3,1,,,0.6666666666666666,2,0,1,0,"[59.921148, 10.769705]"
Pappabuene as,994277421,RÅDHUSBRYGGE 1,0160,OSLO,3.9,2,490.0,5,0.2,5,1,,,1.0,1,3,1,0,"[59.9102038, 10.7338925]"
Paprika Pizza og Kebab,911989565,BROBEKKVEIEN 31B,0598,OSLO,3.7,1,256.0,8,0.375,8,1,,,1.0,3,2,3,0,"[59.939738, 10.823703]"
Paradis Gelateria AS,912613305,Tjuvholmen alle 6 ,0252,OSLO,4.6,2,823.0,9,0.4444444444444444,9,1,,,1.0,4,1,4,0,"[59.906469, 10.719776]"
Paradis pizza,982466709,ULLERN ALLE 4,0381,OSLO,3.6,1,154.0,14,0.5,10,1,,,1.4,2,3,4,1,"[59.926047, 10.641642]"
Park 29,921779690,Parkveien 29,0350,OSLO,4.3,2,233.0,1,0.0,2,1,,,0.5,1,1,0,0,"[59.920433, 10.727411]"
Parken Bakeri,999067115,GAUSTADALLÉEN 21,0349,OSLO,3.8,,4.0,1,0.0,2,1,,,0.5,1,1,0,0,"[59.942286, 10.716744]"
Parkteatret Mat,926437968,Olaf Ryes plass 11,0552,OSLO,4.1,2,203.0,1,0.0,1,1,,,1.0,0,1,0,0,"[59.923491552436474, 10.758325360137178]"
Parthenon Pizza & Grillbar,998386241,OSTERHAUS' GATE 14A,0183,OSLO,3.8,2,340.0,18,0.5,14,1,,,1.2857142857142858,6,0,6,2,"[59.917095, 10.753032]"
Pascal Greek & Grill,927348608,Kjelsåsveien 18,0488,OSLO,4.8,,163.0,1,0.0,1,1,,,1.0,0,1,0,0,"[59.944221, 10.786384]"
Pascal Restaurant avd. Tollbugata,976853334,Tollbugata 11,0152,OSLO,4.3,2,827.0,10,0.3333333333333333,9,1,,,1.1111111111111112,2,4,3,0,"[59.910035, 10.746311]"
Pastaria By Il Bolognes,821711282,Munkedamsveien 29,0251,OSLO,3.9,,75.0,2,0.5,2,1,,,1.0,1,0,1,0,"[59.91217, 10.726725]"
Pastis Bistrobar,984245777,STRANDEN 3,0250,OSLO,4.3,,255.0,3,0.1428571428571428,7,1,,,0.4285714285714285,5,1,1,0,"[59.910171, 10.727808]"
Peloton,914918960,TORGGATA 35,0183,OSLO,4.3,2,832.0,17,0.3846153846153846,13,1,,,1.3076923076923077,5,2,3,3,"[59.917298, 10.754027]"
Peloton Skøyen,927136171,Drammensveien 130,0277,OSLO,4.2,,31.0,1,0.0,1,1,,,1.0,0,1,0,0,"[59.921455, 10.688035]"
People & Coffee,998687640,Rådhusgata 21,0158,OSLO,4.0,2,680.0,5,0.6666666666666666,3,1,,,1.6666666666666667,1,0,1,1,"[59.910626, 10.738294]"
Peoples Oslo AS,997326792,ARBEIDERSAMFUNNETS PLASS 1,0181,OSLO,4.0,2,680.0,6,0.125,8,1,,,0.75,3,4,1,0,"[59.915522, 10.751804]"
Peppern Indisk Gatekjøkken,922046190,Torggata 16,0181,OSLO,3.5,,2.0,0,0.0,2,1,,,0.0,2,0,0,0,"[59.915849, 10.750834]"
Peppes Pizza ,973116193,KARL JOHANS GATE 1,0154,OSLO,3.8,2,2079.0,10,0.3,10,1,,,1.0,3,4,3,0,"[59.911377, 10.749404]"
Peppes Pizza Grorud,928019446,Bergensveien 2,0963,OSLO,2.7,2,20.0,2,0.5,2,1,,,1.0,1,0,1,0,"[59.959919, 10.88146]"
Peppes Pizza avd 36 Skøyen,975958949,KARENSLYST ALLÉ 18,0278,OSLO,3.9,2,488.0,8,0.3333333333333333,9,1,,,0.8888888888888888,4,2,3,0,"[59.919821, 10.683802]"
Peppes Pizza avd. 12 Solli,973115987,HENRIK IBSENSGT. 100  ,0255,OSLO,3.5,2,254.0,9,0.4,10,1,,,0.9,5,1,4,0,"[59.914391362068415, 10.718977186232337]"
Peppes Pizza avd. 21 Nydalen,985744211,NYDALSVEIEN 36,0483,OSLO,4.0,2,712.0,11,0.3636363636363636,11,1,,,1.0,5,2,3,1,"[59.949923, 10.766888]"
Peppes Pizza avd. 24 Stortingsgaten,973116061,STORTINGSGATA 4,0158,OSLO,3.9,2,1590.0,12,0.4166666666666667,12,1,,,1.0,5,2,5,0,"[59.912923, 10.738468]"
Peppes Pizza avd. 35 Oslo S,983082246,Jernbanetorget 1,0154,OSLO,3.4,2,331.0,6,0.2222222222222222,9,1,,,0.6666666666666666,5,2,2,0,"[59.910875, 10.750737]"
Peppes Pizza avd. 38 Løren,989553518,LØRENVEIEN 42,0585,OSLO,3.7,2,498.0,7,0.375,8,1,,,0.875,4,1,3,0,"[59.930818, 10.792499]"
Persia Classic Restaurant,911792958,KEYSERS GATE 7B,0165,OSLO,4.3,2,765.0,20,0.4705882352941176,17,1,,,1.1764705882352942,7,2,6,2,"[59.916894, 10.742468]"
Piece of Cake AS,928646548,Mikrobølgen 29,1150,OSLO,4.3,,63.0,4,0.6666666666666666,3,1,,,1.3333333333333333,1,0,2,0,"[59.867831, 10.813171]"
Pillefyken,924026030,Monrads gate 1A,0577,OSLO,4.7,,37.0,2,0.5,2,1,,,1.0,1,0,1,0,"[59.915331, 10.773455]"
Pincho Nation,818049692,Kristian IV gate 6,0164,OSLO,4.1,2,370.0,2,0.0,2,1,,,1.0,0,2,0,0,"[59.9165875, 10.7344042]"
Pincho Nation - Jernbanetorget,818049692,Fred Olsens gate 11,0152,OSLO,4.1,2,1259.0,5,0.3333333333333333,6,1,,,0.8333333333333334,3,1,2,0,"[59.910486, 10.748694]"
Pink Fish Munch Brygge,921171730,Operagata 35,0176,OSLO,4.1,,95.0,3,0.3333333333333333,3,1,,,1.0,1,1,1,0,"[59.906751, 10.75656]"
Piren,926034588,Rådhusbrygge 2,0160,OSLO,4.5,,46.0,0,0.0,1,1,,,0.0,1,0,0,0,"[59.9106207, 10.7333944]"
Pit stop restaurant Harald Huysman Karting AS,976372387,Smalvollveien 34,0667,OSLO,4.4,,1141.0,7,0.375,8,1,,,0.875,4,1,3,0,"[59.918972, 10.83619]"
Pitstop Kafe,925889636,Frysjaveien 44a ,0884,OSLO,4.2,,30.0,2,0.0,1,1,,,2.0,0,0,1,0,"[59.966396, 10.772539]"
Pizza Crudo,913207297,KARL JOHANSGATE 39,0162,OSLO,4.2,2,202.0,10,0.3,10,1,,,1.0,3,4,3,0,"[59.91431726604435, 10.737646450632099]"
Pizza da Mimmo,972312320,Behrens' gate 2,0257,OSLO,4.5,2,349.0,4,0.0,6,1,,,0.6666666666666666,2,4,0,0,"[59.916441, 10.716625]"
Pizzavino,917600627,Maridalsveien 17A,0175,OSLO,4.5,,68.0,4,0.25,4,1,,,1.0,1,2,1,0,"[59.9246523, 10.7504705]"
Pizzeria Valentino,916041233,Konghellegata 8,0569,OSLO,4.6,1,170.0,1,0.0,4,1,,,0.25,3,1,0,0,"[59.929639, 10.7788]"
Plah bar & restaurant,979623119,Sommerrogata 1,0255,OSLO,4.4,2,261.0,9,0.3333333333333333,9,1,,,1.0,3,3,3,0,"[59.915245, 10.719612]"
Polka Pierogi - Vippa,926455257,Akershusstranda 25 Skur 40,0150,OSLO,4.6,,47.0,0,0.0,1,1,,,0.0,1,0,0,0,"[59.90181444208221, 10.741166263232543]"
Postkontoret,913954033,Hagegata 27,0653,OSLO,4.1,2,994.0,6,0.5,6,1,,,1.0,3,0,3,0,"[59.914124, 10.775054]"
Prik Thai,927718189,Munkedamsveien 29,0152,OSLO,4.2,,170.0,1,0.0,1,1,,,1.0,0,1,0,0,"[59.91217, 10.726725]"
Prima Fila,972001198,FRIDTJOF NANSENS PLASS 5,0160,OSLO,4.3,2,1364.0,9,0.4,10,1,,,0.9,5,1,4,0,"[59.913219, 10.734441]"
Prinsdal Pizza ,925042846,Nedre Prinsdals vei 76,1263,OSLO,3.9,2,178.0,5,0.5,4,1,,,1.25,2,0,1,1,"[59.833059, 10.808511]"
Pronto di Olivia avd. Oslo S,921594496,Jernbanetorget 6,0154,OSLO,4.0,2,136.0,1,0.0,2,1,,,0.5,1,1,0,0,"[59.911771, 10.751553]"
Prosecceria Restaurant,999312829,Rådhusgata 30 B,0151,OSLO,4.2,2,369.0,4,0.1666666666666666,6,1,,,0.6666666666666666,3,2,1,0,"[59.910111, 10.739251]"
Punjab Tandoori,915797997,Grønland 24,0188,OSLO,4.2,1,2114.0,16,0.5384615384615384,13,1,,,1.2307692307692308,6,0,5,2,"[59.912936, 10.761899]"
Punjabi Masala,972311308,TRONDHEIMSVEIEN 154,0570,OSLO,4.0,,396.0,26,0.631578947368421,19,1,,,1.368421052631579,7,0,10,2,"[59.928917, 10.777022]"
Pust,915893848,Slemdalsveien 1,0369,OSLO,4.5,2,398.0,12,0.5,12,1,,,1.0,6,0,6,0,"[59.930408, 10.715279]"
Q 33 Hotelldrift AS Østre Aker vei 33,991160418,ØSTRE AKER VEI 33,0581,OSLO,3.8,,1496.0,12,0.4545454545454545,11,1,,,1.0909090909090908,4,2,5,0,"[59.928929, 10.818584]"
RADISSON BLU PLAZA HOTEL- 34 etg,972754749,SONJA HENIES PLASS 3,0185,OSLO,4.3,,4618.0,3,0.3333333333333333,3,1,,,1.0,1,1,1,0,"[59.912661, 10.756214]"
RETT INN BAR OG CAFE AS,818836902,storgata 39,0182,OSLO,3.4,1,288.0,8,0.6666666666666666,3,1,,,2.6666666666666665,0,0,1,2,"[59.915124, 10.754681]"
ROMA PIZZA GRILL DA ,920879446,Holmenveien 11,0374,OSLO,4.3,,184.0,1,0.0,1,1,,,1.0,0,1,0,0,"[59.943411, 10.699794]"
RORBUA VERTSHUS,972211613,STRANDEN 71,0250,OSLO,4.3,2,1562.0,6,0.1428571428571428,7,1,,,0.8571428571428571,2,4,1,0,"[59.908798, 10.724357]"
Radio Løkka,920711030,Thorvald Meyers gate 76B,0550,OSLO,4.3,2,241.0,2,0.0,2,1,,,1.0,0,2,0,0,"[59.919279, 10.759712]"
Radisson Blu Hotel Nydalen,981385578,Nydalsveien 33,0422,OSLO,4.2,,1008.0,5,0.1666666666666666,6,1,,,0.8333333333333334,2,3,1,0,"[59.949565, 10.765789]"
Radisson Blu Plaza Hotel,972754749,SONJA HENIES PLASS 3,0185,OSLO,4.3,,4618.0,11,0.5,10,1,,,1.1,4,1,5,0,"[59.912661, 10.756214]"
"Radisson Blu Scandinavia Hotel, 26 North",971889942,Holbergs gate 30,0166,OSLO,4.2,,3004.0,11,0.4545454545454545,11,1,,,1.0,5,1,5,0,"[59.918067, 10.733192]"
"Radisson Blu Scandinavia Hotel, Bankettsal",971889942,Holbergs gate 30,0166,OSLO,4.2,,3004.0,7,0.2857142857142857,7,1,,,1.0,2,3,2,0,"[59.918067, 10.733192]"
Radisson RED Oslo Økern,928772020,Lørenfaret 3,0585,OSLO,4.7,,94.0,1,0.0,1,1,,,1.0,0,1,0,0,"[59.9306, 10.799399]"
Rebell,920711030,Thorvald Meyers gate 56,0552,OSLO,4.1,2,479.0,1,0.0,1,1,,,1.0,0,1,0,0,"[59.922085, 10.759414]"
Refresh,925429015,Vulkan 5,0178,OSLO,3.9,,24.0,2,0.5,2,1,,,1.0,1,0,1,0,"[59.922253, 10.751749]"
Registan,929510062,Grønlandsleiret 79,0190,OSLO,4.8,,62.0,1,0.0,1,1,,,1.0,0,1,0,0,"[59.909186, 10.76824]"
Rent mel kafe,915667066,PRINSENS GATE 6,0152,OSLO,4.1,2,325.0,8,0.4444444444444444,9,1,,,0.8888888888888888,5,0,4,0,"[59.91045, 10.746912]"
Restaurant Eik,985357870,Universitetsgata 11,0164,OSLO,4.3,3,262.0,7,0.1428571428571428,7,1,,,1.0,1,5,1,0,"[59.916704, 10.738469]"
Restaurant Eik Annen Etage ,990532834,STORTINGSGATA 24/26,0161,OSLO,4.5,3,369.0,4,0.0,6,1,,,0.6666666666666666,2,4,0,0,"[59.9130033, 10.7386569]"
Restaurant Einer,921016182,Prinsens Gate 18,0152,OSLO,4.7,,125.0,2,0.0,3,1,,,0.6666666666666666,1,2,0,0,"[59.911286, 10.743444]"
Restaurant Fjord,991733930,Universitetsgata 11,0164,OSLO,4.6,3,542.0,5,0.1428571428571428,7,1,,,0.7142857142857143,3,3,1,0,"[59.916704, 10.738469]"
Restaurant Gamle Renna,919163089,Trondheimsveien 187,0570,OSLO,3.8,1,136.0,6,0.3333333333333333,6,1,,,1.0,2,2,2,0,"[59.935021, 10.780592]"
Restaurant Haakon,921287909,Haakon VII's gate 2,0161,OSLO,4.5,,26.0,1,0.0,2,1,,,0.5,1,1,0,0,"[59.912877, 10.731079]"
Restaurant Havsmak,991693637,Kirsten Flagstads plass 1,0150,OSLO,4.3,,18.0,1,0.0,1,1,,,1.0,0,1,0,0,"[59.9080168, 10.751414644187896]"
Restaurant Heftye ,827047112,Munkedamsveien 62A,0270,OSLO,4.3,,43.0,0,0.0,1,1,,,0.0,1,0,0,0,"[59.910697, 10.718536]"
Restaurant Hot Shop,920335047,Københavngata 18,0566,OSLO,4.6,,150.0,0,0.0,3,1,,,0.0,3,0,0,0,"[59.928184, 10.768297]"
Restaurant Kontrast,912233049,MARIDALSVEIEN 15,0178,OSLO,4.7,4,331.0,3,0.1428571428571428,7,1,,,0.4285714285714285,5,1,1,0,"[59.922585, 10.750955]"
Restaurant Oriental,987143622,ARBEIDERGATA 2,0159,OSLO,4.2,2,259.0,8,0.3333333333333333,9,1,,,0.8888888888888888,4,2,3,0,"[59.914464, 10.740856]"
Restaurant Rest,920156665,kirkegata 1,0153,OSLO,4.9,4,145.0,0,0.0,2,1,,,0.0,2,0,0,0,"[59.909046, 10.742343]"
Restaurant Salome,928468836,Henny Mürers gang 1,0150,OSLO,4.1,3,366.0,1,0.0,1,1,,,1.0,0,1,0,0,"[59.908106, 10.75428]"
Restaurant Schrøder,980040593,Waldemar Thranes gate 8,0171,OSLO,4.1,1,775.0,7,0.2857142857142857,7,1,,,1.0,2,3,2,0,"[59.923402, 10.739374]"
Restaurant Selection,819319812,Bygdøy Allè 63,0265,OSLO,4.8,,48.0,2,0.5,2,1,,,1.0,1,0,1,0,"[59.918785, 10.70367]"
Restaurant Stallen,923053158,Underhaugsveien 28,0353,OSLO,4.8,,56.0,1,0.0,1,1,,,1.0,0,1,0,0,"[59.923859, 10.726099]"
Restaurant Teatro,915985254,STORTINGSGATA 16,0161,OSLO,4.3,2,627.0,8,0.2222222222222222,9,1,,,0.8888888888888888,3,4,2,0,"[59.913551, 10.735854]"
Restaurant À `Laise ,914342996,Essendropsgate 6,0368,OSLO,4.7,4,163.0,3,0.1666666666666666,6,1,,,0.5,4,1,1,0,"[59.9291057930929, 10.709771509612807]"
Retrolykke AS,913417011,Markveien 35,0554,OSLO,4.7,,242.0,3,0.5,2,1,,,1.5,1,0,0,1,"[59.922222, 10.757185]"
Revierhavnen Kro,926505769,Hovedøya,0150,OSLO,4.1,2,216.0,0,0.0,1,1,,,0.0,1,0,0,0,"[59.89511665, 10.73789270682986]"
Rice Bowl AS,976587715,Tollbugata 17,0152,OSLO,4.4,1,475.0,0,0.0,2,1,,,0.0,2,0,0,0,"[59.910474, 10.744385]"
Ringnes Brygghus AS,920828868,Thorvald Meyers gate 2A,0555,OSLO,4.6,2,318.0,1,0.0,3,1,,,0.3333333333333333,2,1,0,0,"[59.930179, 10.759252]"
Ris bolle Thai cafe,996211010,DRONNINGENS GATE 25,0154,OSLO,4.1,2,558.0,12,0.5555555555555556,9,1,,,1.3333333333333333,3,1,4,1,"[59.911391, 10.747044]"
Ristorante Burano,927290499,Mandalls gate 10,0190,OSLO,4.7,,146.0,2,0.5,2,1,,,1.0,1,0,1,0,"[59.911095, 10.763214]"
Ristorante Ferro,996493172,Maridalsveien 13,0178,OSLO,4.2,,84.0,4,0.0,6,1,,,0.6666666666666666,2,4,0,0,"[59.922332, 10.750947]"
Rodins bistro og bar,917858888,Kirkegata 34,0153,OSLO,4.1,2,135.0,2,0.3333333333333333,3,1,,,0.6666666666666666,2,0,1,0,"[59.911764, 10.745347]"
Romsås Pizza ,921825951,Romsås Senter 1,0970,OSLO,3.2,,24.0,2,0.5,2,1,,,1.0,1,0,1,0,"[59.963161, 10.892858]"
Roti Shop Oslo,920698549,Dronningens gate 8B,0151,OSLO,4.6,,151.0,2,0.5,2,1,,,1.0,1,0,1,0,"[59.908558, 10.74471]"
Royal Gastropub,914766621,JERNBANETORGET 1,0154,OSLO,4.1,2,1102.0,5,0.0,7,1,,,0.7142857142857143,2,5,0,0,"[59.910875, 10.750737]"
Royal Grill AS,920271200,Garver Ytteborgs vei 98,0977,OSLO,3.6,,299.0,6,0.6,5,1,,,1.2,2,0,3,0,"[59.953132, 10.908134]"
Royal Sushi,997140028,TRONDHEIMSVEIEN 60,0565,OSLO,4.3,,56.0,8,0.6666666666666666,6,1,,,1.3333333333333333,2,0,4,0,"[59.922799, 10.771152]"
Rudolf Pub & Restaurant,996018024,Vestlisvingen 188,0969,OSLO,4.0,2,131.0,5,0.4,5,1,,,1.0,2,1,2,0,"[59.972508, 10.928368]"
Ruffino AS,993874310,ARBINS GATE 1,0253,OSLO,4.6,3,602.0,3,0.0,6,1,,,0.5,3,3,0,0,"[59.915015, 10.727205]"
Rugantino Oslo,828189042,Youngs gate 9,0181,OSLO,4.8,,57.0,2,0.5,2,1,,,1.0,1,0,1,0,"[59.914859, 10.750714]"
"Rush Trampolinepark, Søndre Nordstrand",916460260,ROSENHOLMVEIEN 22,1252,OSLO,4.3,,1221.0,14,0.4545454545454545,11,1,,,1.2727272727272727,4,1,5,1,"[59.825105, 10.796413]"
Rustadsaga sportsstue,972950890,"Rustadsaga 856, ØSTMARKA",0693,OSLO,4.5,,538.0,3,0.0,5,1,,,0.6,2,3,0,0,"[59.87287843593995, 10.856674085770123]"
SAGENE BAR,915710301,Bentsegata 1A,0465,OSLO,4.3,1,135.0,9,0.5714285714285714,7,1,,,1.2857142857142858,3,0,3,1,"[59.937909, 10.756713]"
SANREMO,997673050,Torshovgata 7,0476,OSLO,4.4,2,444.0,5,0.2,5,1,,,1.0,1,3,1,0,"[59.9337317, 10.7639367]"
SEA SUSHI BAR,998660408,Toftesgate 20A,0556,OSLO,4.1,1,392.0,22,0.6,15,1,,,1.4666666666666666,5,0,8,2,"[59.928291700746996, 10.76138869429073]"
SOT Steen & Strøm ,928965732,Nedre Slottsgate 8,0157,OSLO,2.9,,7.0,0,0.0,1,1,,,0.0,1,0,0,0,"[59.912157, 10.742756]"
